D:\IMG\center_2022_05_05_12_24_46_696.jpg,D:\IMG\left_2022_05_05_12_24_46_696.jpg,D:\IMG\right_2022_05_05_12_24_46_696.jpg,0,1,0,20.66768
D:\IMG\center_2022_05_05_12_24_46_764.jpg,D:\IMG\left_2022_05_05_12_24_46_764.jpg,D:\IMG\right_2022_05_05_12_24_46_764.jpg,0,1,0,21.30667
D:\IMG\center_2022_05_05_12_24_46_832.jpg,D:\IMG\left_2022_05_05_12_24_46_832.jpg,D:\IMG\right_2022_05_05_12_24_46_832.jpg,0,1,0,22.09725
D:\IMG\center_2022_05_05_12_24_46_901.jpg,D:\IMG\left_2022_05_05_12_24_46_901.jpg,D:\IMG\right_2022_05_05_12_24_46_901.jpg,0,1,0,22.67322
D:\IMG\center_2022_05_05_12_24_46_972.jpg,D:\IMG\left_2022_05_05_12_24_46_972.jpg,D:\IMG\right_2022_05_05_12_24_46_972.jpg,-0.1,1,0,23.45953
D:\IMG\center_2022_05_05_12_24_47_043.jpg,D:\IMG\left_2022_05_05_12_24_47_043.jpg,D:\IMG\right_2022_05_05_12_24_47_043.jpg,-0.25,1,0,24.02085
D:\IMG\center_2022_05_05_12_24_47_114.jpg,D:\IMG\left_2022_05_05_12_24_47_114.jpg,D:\IMG\right_2022_05_05_12_24_47_114.jpg,-0.45,1,0,24.69561
D:\IMG\center_2022_05_05_12_24_47_187.jpg,D:\IMG\left_2022_05_05_12_24_47_187.jpg,D:\IMG\right_2022_05_05_12_24_47_187.jpg,-0.6500001,1,0,25.28653
D:\IMG\center_2022_05_05_12_24_47_258.jpg,D:\IMG\left_2022_05_05_12_24_47_258.jpg,D:\IMG\right_2022_05_05_12_24_47_258.jpg,-0.8000001,1,0,25.67331
D:\IMG\center_2022_05_05_12_24_47_329.jpg,D:\IMG\left_2022_05_05_12_24_47_329.jpg,D:\IMG\right_2022_05_05_12_24_47_329.jpg,0,1,0,26.35202
D:\IMG\center_2022_05_05_12_24_47_404.jpg,D:\IMG\left_2022_05_05_12_24_47_404.jpg,D:\IMG\right_2022_05_05_12_24_47_404.jpg,0,1,0,26.90067
D:\IMG\center_2022_05_05_12_24_47_471.jpg,D:\IMG\left_2022_05_05_12_24_47_471.jpg,D:\IMG\right_2022_05_05_12_24_47_471.jpg,0,1,0,27.64488
D:\IMG\center_2022_05_05_12_24_47_541.jpg,D:\IMG\left_2022_05_05_12_24_47_541.jpg,D:\IMG\right_2022_05_05_12_24_47_541.jpg,0,1,0,28.20304
D:\IMG\center_2022_05_05_12_24_47_612.jpg,D:\IMG\left_2022_05_05_12_24_47_612.jpg,D:\IMG\right_2022_05_05_12_24_47_612.jpg,0,1,0,28.94464
D:\IMG\center_2022_05_05_12_24_47_681.jpg,D:\IMG\left_2022_05_05_12_24_47_681.jpg,D:\IMG\right_2022_05_05_12_24_47_681.jpg,0.15,1,0,29.48238
D:\IMG\center_2022_05_05_12_24_47_756.jpg,D:\IMG\left_2022_05_05_12_24_47_756.jpg,D:\IMG\right_2022_05_05_12_24_47_756.jpg,0.35,1,0,30.13634
D:\IMG\center_2022_05_05_12_24_47_830.jpg,D:\IMG\left_2022_05_05_12_24_47_830.jpg,D:\IMG\right_2022_05_05_12_24_47_830.jpg,0,1,0,30.18764
D:\IMG\center_2022_05_05_12_24_47_899.jpg,D:\IMG\left_2022_05_05_12_24_47_899.jpg,D:\IMG\right_2022_05_05_12_24_47_899.jpg,0,1,0,30.18873
D:\IMG\center_2022_05_05_12_24_47_970.jpg,D:\IMG\left_2022_05_05_12_24_47_970.jpg,D:\IMG\right_2022_05_05_12_24_47_970.jpg,0,1,0,30.18881
D:\IMG\center_2022_05_05_12_24_48_041.jpg,D:\IMG\left_2022_05_05_12_24_48_041.jpg,D:\IMG\right_2022_05_05_12_24_48_041.jpg,0,1,0,30.19042
D:\IMG\center_2022_05_05_12_24_48_113.jpg,D:\IMG\left_2022_05_05_12_24_48_113.jpg,D:\IMG\right_2022_05_05_12_24_48_113.jpg,0,1,0,30.19034
D:\IMG\center_2022_05_05_12_24_48_183.jpg,D:\IMG\left_2022_05_05_12_24_48_183.jpg,D:\IMG\right_2022_05_05_12_24_48_183.jpg,0,1,0,30.18979
D:\IMG\center_2022_05_05_12_24_48_257.jpg,D:\IMG\left_2022_05_05_12_24_48_257.jpg,D:\IMG\right_2022_05_05_12_24_48_257.jpg,0,1,0,30.19083
D:\IMG\center_2022_05_05_12_24_48_327.jpg,D:\IMG\left_2022_05_05_12_24_48_327.jpg,D:\IMG\right_2022_05_05_12_24_48_327.jpg,0,1,0,30.19059
D:\IMG\center_2022_05_05_12_24_48_398.jpg,D:\IMG\left_2022_05_05_12_24_48_398.jpg,D:\IMG\right_2022_05_05_12_24_48_398.jpg,0,1,0,30.19048
D:\IMG\center_2022_05_05_12_24_48_468.jpg,D:\IMG\left_2022_05_05_12_24_48_468.jpg,D:\IMG\right_2022_05_05_12_24_48_468.jpg,0,1,0,30.19044
D:\IMG\center_2022_05_05_12_24_48_538.jpg,D:\IMG\left_2022_05_05_12_24_48_538.jpg,D:\IMG\right_2022_05_05_12_24_48_538.jpg,0,1,0,30.19047
D:\IMG\center_2022_05_05_12_24_48_611.jpg,D:\IMG\left_2022_05_05_12_24_48_611.jpg,D:\IMG\right_2022_05_05_12_24_48_611.jpg,0,1,0,30.19049
D:\IMG\center_2022_05_05_12_24_48_677.jpg,D:\IMG\left_2022_05_05_12_24_48_677.jpg,D:\IMG\right_2022_05_05_12_24_48_677.jpg,0,1,0,30.19044
D:\IMG\center_2022_05_05_12_24_48_754.jpg,D:\IMG\left_2022_05_05_12_24_48_754.jpg,D:\IMG\right_2022_05_05_12_24_48_754.jpg,0,1,0,30.19024
D:\IMG\center_2022_05_05_12_24_48_822.jpg,D:\IMG\left_2022_05_05_12_24_48_822.jpg,D:\IMG\right_2022_05_05_12_24_48_822.jpg,0,1,0,30.19074
D:\IMG\center_2022_05_05_12_24_48_896.jpg,D:\IMG\left_2022_05_05_12_24_48_896.jpg,D:\IMG\right_2022_05_05_12_24_48_896.jpg,0,1,0,30.19031
D:\IMG\center_2022_05_05_12_24_48_971.jpg,D:\IMG\left_2022_05_05_12_24_48_971.jpg,D:\IMG\right_2022_05_05_12_24_48_971.jpg,-0.1,1,0,30.18751
D:\IMG\center_2022_05_05_12_24_49_042.jpg,D:\IMG\left_2022_05_05_12_24_49_042.jpg,D:\IMG\right_2022_05_05_12_24_49_042.jpg,-0.25,1,0,30.17506
D:\IMG\center_2022_05_05_12_24_49_114.jpg,D:\IMG\left_2022_05_05_12_24_49_114.jpg,D:\IMG\right_2022_05_05_12_24_49_114.jpg,0,1,0,30.18878
D:\IMG\center_2022_05_05_12_24_49_185.jpg,D:\IMG\left_2022_05_05_12_24_49_185.jpg,D:\IMG\right_2022_05_05_12_24_49_185.jpg,0,1,0,30.19003
D:\IMG\center_2022_05_05_12_24_49_253.jpg,D:\IMG\left_2022_05_05_12_24_49_253.jpg,D:\IMG\right_2022_05_05_12_24_49_253.jpg,0,1,0,30.19018
D:\IMG\center_2022_05_05_12_24_49_322.jpg,D:\IMG\left_2022_05_05_12_24_49_322.jpg,D:\IMG\right_2022_05_05_12_24_49_322.jpg,0,1,0,30.19028
D:\IMG\center_2022_05_05_12_24_49_389.jpg,D:\IMG\left_2022_05_05_12_24_49_389.jpg,D:\IMG\right_2022_05_05_12_24_49_389.jpg,-0.05,1,0,30.18983
D:\IMG\center_2022_05_05_12_24_49_457.jpg,D:\IMG\left_2022_05_05_12_24_49_457.jpg,D:\IMG\right_2022_05_05_12_24_49_457.jpg,-0.2,1,0,30.18036
D:\IMG\center_2022_05_05_12_24_49_533.jpg,D:\IMG\left_2022_05_05_12_24_49_533.jpg,D:\IMG\right_2022_05_05_12_24_49_533.jpg,-0.4,1,0,30.15794
D:\IMG\center_2022_05_05_12_24_49_601.jpg,D:\IMG\left_2022_05_05_12_24_49_601.jpg,D:\IMG\right_2022_05_05_12_24_49_601.jpg,-0.5500001,1,0,30.13956
D:\IMG\center_2022_05_05_12_24_49_670.jpg,D:\IMG\left_2022_05_05_12_24_49_670.jpg,D:\IMG\right_2022_05_05_12_24_49_670.jpg,0,1,0,30.18647
D:\IMG\center_2022_05_05_12_24_49_746.jpg,D:\IMG\left_2022_05_05_12_24_49_746.jpg,D:\IMG\right_2022_05_05_12_24_49_746.jpg,0,1,0,30.18919
D:\IMG\center_2022_05_05_12_24_49_814.jpg,D:\IMG\left_2022_05_05_12_24_49_814.jpg,D:\IMG\right_2022_05_05_12_24_49_814.jpg,0,1,0,30.19011
D:\IMG\center_2022_05_05_12_24_49_885.jpg,D:\IMG\left_2022_05_05_12_24_49_885.jpg,D:\IMG\right_2022_05_05_12_24_49_885.jpg,0,1,0,30.19026
D:\IMG\center_2022_05_05_12_24_49_959.jpg,D:\IMG\left_2022_05_05_12_24_49_959.jpg,D:\IMG\right_2022_05_05_12_24_49_959.jpg,0,1,0,30.19028
D:\IMG\center_2022_05_05_12_24_50_031.jpg,D:\IMG\left_2022_05_05_12_24_50_031.jpg,D:\IMG\right_2022_05_05_12_24_50_031.jpg,-0.1,1,0,30.188
D:\IMG\center_2022_05_05_12_24_50_099.jpg,D:\IMG\left_2022_05_05_12_24_50_099.jpg,D:\IMG\right_2022_05_05_12_24_50_099.jpg,-0.25,1,0,30.17526
D:\IMG\center_2022_05_05_12_24_50_167.jpg,D:\IMG\left_2022_05_05_12_24_50_167.jpg,D:\IMG\right_2022_05_05_12_24_50_167.jpg,-0.45,1,0,30.15179
D:\IMG\center_2022_05_05_12_24_50_241.jpg,D:\IMG\left_2022_05_05_12_24_50_241.jpg,D:\IMG\right_2022_05_05_12_24_50_241.jpg,0,1,0,30.18671
D:\IMG\center_2022_05_05_12_24_50_311.jpg,D:\IMG\left_2022_05_05_12_24_50_311.jpg,D:\IMG\right_2022_05_05_12_24_50_311.jpg,0,1,0,30.18965
D:\IMG\center_2022_05_05_12_24_50_378.jpg,D:\IMG\left_2022_05_05_12_24_50_378.jpg,D:\IMG\right_2022_05_05_12_24_50_378.jpg,0,1,0,30.19025
D:\IMG\center_2022_05_05_12_24_50_452.jpg,D:\IMG\left_2022_05_05_12_24_50_452.jpg,D:\IMG\right_2022_05_05_12_24_50_452.jpg,0,1,0,30.19029
D:\IMG\center_2022_05_05_12_24_50_523.jpg,D:\IMG\left_2022_05_05_12_24_50_523.jpg,D:\IMG\right_2022_05_05_12_24_50_523.jpg,0,1,0,30.19029
D:\IMG\center_2022_05_05_12_24_50_599.jpg,D:\IMG\left_2022_05_05_12_24_50_599.jpg,D:\IMG\right_2022_05_05_12_24_50_599.jpg,0,1,0,30.1903
D:\IMG\center_2022_05_05_12_24_50_672.jpg,D:\IMG\left_2022_05_05_12_24_50_672.jpg,D:\IMG\right_2022_05_05_12_24_50_672.jpg,0,1,0,30.19031
D:\IMG\center_2022_05_05_12_24_50_748.jpg,D:\IMG\left_2022_05_05_12_24_50_748.jpg,D:\IMG\right_2022_05_05_12_24_50_748.jpg,0,1,0,30.1903
D:\IMG\center_2022_05_05_12_24_50_823.jpg,D:\IMG\left_2022_05_05_12_24_50_823.jpg,D:\IMG\right_2022_05_05_12_24_50_823.jpg,0,1,0,30.19029
D:\IMG\center_2022_05_05_12_24_50_899.jpg,D:\IMG\left_2022_05_05_12_24_50_899.jpg,D:\IMG\right_2022_05_05_12_24_50_899.jpg,0,1,0,30.19029
D:\IMG\center_2022_05_05_12_24_50_974.jpg,D:\IMG\left_2022_05_05_12_24_50_974.jpg,D:\IMG\right_2022_05_05_12_24_50_974.jpg,0,1,0,30.19029
D:\IMG\center_2022_05_05_12_24_51_042.jpg,D:\IMG\left_2022_05_05_12_24_51_042.jpg,D:\IMG\right_2022_05_05_12_24_51_042.jpg,0,1,0,30.19077
D:\IMG\center_2022_05_05_12_24_51_114.jpg,D:\IMG\left_2022_05_05_12_24_51_114.jpg,D:\IMG\right_2022_05_05_12_24_51_114.jpg,0,1,0,30.19023
D:\IMG\center_2022_05_05_12_24_51_187.jpg,D:\IMG\left_2022_05_05_12_24_51_187.jpg,D:\IMG\right_2022_05_05_12_24_51_187.jpg,0,1,0,30.19011
D:\IMG\center_2022_05_05_12_24_51_260.jpg,D:\IMG\left_2022_05_05_12_24_51_260.jpg,D:\IMG\right_2022_05_05_12_24_51_260.jpg,0,1,0,30.19051
D:\IMG\center_2022_05_05_12_24_51_335.jpg,D:\IMG\left_2022_05_05_12_24_51_335.jpg,D:\IMG\right_2022_05_05_12_24_51_335.jpg,0,1,0,30.19045
D:\IMG\center_2022_05_05_12_24_51_407.jpg,D:\IMG\left_2022_05_05_12_24_51_407.jpg,D:\IMG\right_2022_05_05_12_24_51_407.jpg,0,1,0,30.1903
D:\IMG\center_2022_05_05_12_24_51_478.jpg,D:\IMG\left_2022_05_05_12_24_51_478.jpg,D:\IMG\right_2022_05_05_12_24_51_478.jpg,0,1,0,30.19025
D:\IMG\center_2022_05_05_12_24_51_554.jpg,D:\IMG\left_2022_05_05_12_24_51_554.jpg,D:\IMG\right_2022_05_05_12_24_51_554.jpg,0,1,0,30.19065
D:\IMG\center_2022_05_05_12_24_51_624.jpg,D:\IMG\left_2022_05_05_12_24_51_624.jpg,D:\IMG\right_2022_05_05_12_24_51_624.jpg,0,1,0,30.19045
D:\IMG\center_2022_05_05_12_24_51_698.jpg,D:\IMG\left_2022_05_05_12_24_51_698.jpg,D:\IMG\right_2022_05_05_12_24_51_698.jpg,0,1,0,30.19049
D:\IMG\center_2022_05_05_12_24_51_771.jpg,D:\IMG\left_2022_05_05_12_24_51_771.jpg,D:\IMG\right_2022_05_05_12_24_51_771.jpg,0,1,0,30.19018
D:\IMG\center_2022_05_05_12_24_51_837.jpg,D:\IMG\left_2022_05_05_12_24_51_837.jpg,D:\IMG\right_2022_05_05_12_24_51_837.jpg,0,1,0,30.19029
D:\IMG\center_2022_05_05_12_24_51_908.jpg,D:\IMG\left_2022_05_05_12_24_51_908.jpg,D:\IMG\right_2022_05_05_12_24_51_908.jpg,0,1,0,30.19065
D:\IMG\center_2022_05_05_12_24_51_982.jpg,D:\IMG\left_2022_05_05_12_24_51_982.jpg,D:\IMG\right_2022_05_05_12_24_51_982.jpg,0,1,0,30.19025
D:\IMG\center_2022_05_05_12_24_52_053.jpg,D:\IMG\left_2022_05_05_12_24_52_053.jpg,D:\IMG\right_2022_05_05_12_24_52_053.jpg,0,1,0,30.19031
D:\IMG\center_2022_05_05_12_24_52_121.jpg,D:\IMG\left_2022_05_05_12_24_52_121.jpg,D:\IMG\right_2022_05_05_12_24_52_121.jpg,0,1,0,30.19031
D:\IMG\center_2022_05_05_12_24_52_196.jpg,D:\IMG\left_2022_05_05_12_24_52_196.jpg,D:\IMG\right_2022_05_05_12_24_52_196.jpg,0,1,0,30.19031
D:\IMG\center_2022_05_05_12_24_52_271.jpg,D:\IMG\left_2022_05_05_12_24_52_271.jpg,D:\IMG\right_2022_05_05_12_24_52_271.jpg,0,1,0,30.19031
D:\IMG\center_2022_05_05_12_24_52_347.jpg,D:\IMG\left_2022_05_05_12_24_52_347.jpg,D:\IMG\right_2022_05_05_12_24_52_347.jpg,0,1,0,30.19031
D:\IMG\center_2022_05_05_12_24_52_422.jpg,D:\IMG\left_2022_05_05_12_24_52_422.jpg,D:\IMG\right_2022_05_05_12_24_52_422.jpg,0,1,0,30.1903
D:\IMG\center_2022_05_05_12_24_52_493.jpg,D:\IMG\left_2022_05_05_12_24_52_493.jpg,D:\IMG\right_2022_05_05_12_24_52_493.jpg,0,1,0,30.19034
D:\IMG\center_2022_05_05_12_24_52_559.jpg,D:\IMG\left_2022_05_05_12_24_52_559.jpg,D:\IMG\right_2022_05_05_12_24_52_559.jpg,0,1,0,30.19031
D:\IMG\center_2022_05_05_12_24_52_628.jpg,D:\IMG\left_2022_05_05_12_24_52_628.jpg,D:\IMG\right_2022_05_05_12_24_52_628.jpg,0,1,0,30.19029
D:\IMG\center_2022_05_05_12_24_52_700.jpg,D:\IMG\left_2022_05_05_12_24_52_700.jpg,D:\IMG\right_2022_05_05_12_24_52_700.jpg,0,1,0,30.19022
D:\IMG\center_2022_05_05_12_24_52_769.jpg,D:\IMG\left_2022_05_05_12_24_52_769.jpg,D:\IMG\right_2022_05_05_12_24_52_769.jpg,0,1,0,30.19029
D:\IMG\center_2022_05_05_12_24_52_842.jpg,D:\IMG\left_2022_05_05_12_24_52_842.jpg,D:\IMG\right_2022_05_05_12_24_52_842.jpg,0,1,0,30.19032
D:\IMG\center_2022_05_05_12_24_52_914.jpg,D:\IMG\left_2022_05_05_12_24_52_914.jpg,D:\IMG\right_2022_05_05_12_24_52_914.jpg,0,1,0,30.19029
D:\IMG\center_2022_05_05_12_24_52_983.jpg,D:\IMG\left_2022_05_05_12_24_52_983.jpg,D:\IMG\right_2022_05_05_12_24_52_983.jpg,0,1,0,30.19028
D:\IMG\center_2022_05_05_12_24_53_051.jpg,D:\IMG\left_2022_05_05_12_24_53_051.jpg,D:\IMG\right_2022_05_05_12_24_53_051.jpg,0,1,0,30.19031
D:\IMG\center_2022_05_05_12_24_53_124.jpg,D:\IMG\left_2022_05_05_12_24_53_124.jpg,D:\IMG\right_2022_05_05_12_24_53_124.jpg,0,1,0,30.1903
D:\IMG\center_2022_05_05_12_24_53_196.jpg,D:\IMG\left_2022_05_05_12_24_53_196.jpg,D:\IMG\right_2022_05_05_12_24_53_196.jpg,0,1,0,30.1903
D:\IMG\center_2022_05_05_12_24_53_264.jpg,D:\IMG\left_2022_05_05_12_24_53_264.jpg,D:\IMG\right_2022_05_05_12_24_53_264.jpg,0,1,0,30.19029
D:\IMG\center_2022_05_05_12_24_53_335.jpg,D:\IMG\left_2022_05_05_12_24_53_335.jpg,D:\IMG\right_2022_05_05_12_24_53_335.jpg,-0.15,1,0,30.18424
D:\IMG\center_2022_05_05_12_24_53_410.jpg,D:\IMG\left_2022_05_05_12_24_53_410.jpg,D:\IMG\right_2022_05_05_12_24_53_410.jpg,-0.35,1,0,30.16349
D:\IMG\center_2022_05_05_12_24_53_485.jpg,D:\IMG\left_2022_05_05_12_24_53_485.jpg,D:\IMG\right_2022_05_05_12_24_53_485.jpg,-0.5000001,1,0,30.14536
D:\IMG\center_2022_05_05_12_24_53_556.jpg,D:\IMG\left_2022_05_05_12_24_53_556.jpg,D:\IMG\right_2022_05_05_12_24_53_556.jpg,0,1,0,30.17027
D:\IMG\center_2022_05_05_12_24_53_630.jpg,D:\IMG\left_2022_05_05_12_24_53_630.jpg,D:\IMG\right_2022_05_05_12_24_53_630.jpg,0,1,0,30.18615
D:\IMG\center_2022_05_05_12_24_53_701.jpg,D:\IMG\left_2022_05_05_12_24_53_701.jpg,D:\IMG\right_2022_05_05_12_24_53_701.jpg,0,1,0,30.18909
D:\IMG\center_2022_05_05_12_24_53_774.jpg,D:\IMG\left_2022_05_05_12_24_53_774.jpg,D:\IMG\right_2022_05_05_12_24_53_774.jpg,0,1,0,30.19009
D:\IMG\center_2022_05_05_12_24_53_845.jpg,D:\IMG\left_2022_05_05_12_24_53_845.jpg,D:\IMG\right_2022_05_05_12_24_53_845.jpg,0,1,0,30.19025
D:\IMG\center_2022_05_05_12_24_53_917.jpg,D:\IMG\left_2022_05_05_12_24_53_917.jpg,D:\IMG\right_2022_05_05_12_24_53_917.jpg,0,1,0,30.1903
D:\IMG\center_2022_05_05_12_24_53_991.jpg,D:\IMG\left_2022_05_05_12_24_53_991.jpg,D:\IMG\right_2022_05_05_12_24_53_991.jpg,0,1,0,30.19033
D:\IMG\center_2022_05_05_12_24_54_063.jpg,D:\IMG\left_2022_05_05_12_24_54_063.jpg,D:\IMG\right_2022_05_05_12_24_54_063.jpg,0,1,0,30.1903
D:\IMG\center_2022_05_05_12_24_54_137.jpg,D:\IMG\left_2022_05_05_12_24_54_137.jpg,D:\IMG\right_2022_05_05_12_24_54_137.jpg,0,1,0,30.19029
D:\IMG\center_2022_05_05_12_24_54_213.jpg,D:\IMG\left_2022_05_05_12_24_54_213.jpg,D:\IMG\right_2022_05_05_12_24_54_213.jpg,0,1,0,30.19028
D:\IMG\center_2022_05_05_12_24_54_282.jpg,D:\IMG\left_2022_05_05_12_24_54_282.jpg,D:\IMG\right_2022_05_05_12_24_54_282.jpg,0,1,0,30.19031
D:\IMG\center_2022_05_05_12_24_54_350.jpg,D:\IMG\left_2022_05_05_12_24_54_350.jpg,D:\IMG\right_2022_05_05_12_24_54_350.jpg,0,1,0,30.19029
D:\IMG\center_2022_05_05_12_24_54_426.jpg,D:\IMG\left_2022_05_05_12_24_54_426.jpg,D:\IMG\right_2022_05_05_12_24_54_426.jpg,0,1,0,30.19029
D:\IMG\center_2022_05_05_12_24_54_502.jpg,D:\IMG\left_2022_05_05_12_24_54_502.jpg,D:\IMG\right_2022_05_05_12_24_54_502.jpg,0,1,0,30.1903
D:\IMG\center_2022_05_05_12_24_54_576.jpg,D:\IMG\left_2022_05_05_12_24_54_576.jpg,D:\IMG\right_2022_05_05_12_24_54_576.jpg,0,1,0,30.1903
D:\IMG\center_2022_05_05_12_24_54_651.jpg,D:\IMG\left_2022_05_05_12_24_54_651.jpg,D:\IMG\right_2022_05_05_12_24_54_651.jpg,0,1,0,30.19029
D:\IMG\center_2022_05_05_12_24_54_724.jpg,D:\IMG\left_2022_05_05_12_24_54_724.jpg,D:\IMG\right_2022_05_05_12_24_54_724.jpg,0,1,0,30.19032
D:\IMG\center_2022_05_05_12_24_54_794.jpg,D:\IMG\left_2022_05_05_12_24_54_794.jpg,D:\IMG\right_2022_05_05_12_24_54_794.jpg,0,1,0,30.19031
D:\IMG\center_2022_05_05_12_24_54_862.jpg,D:\IMG\left_2022_05_05_12_24_54_862.jpg,D:\IMG\right_2022_05_05_12_24_54_862.jpg,0,1,0,30.1903
D:\IMG\center_2022_05_05_12_24_54_932.jpg,D:\IMG\left_2022_05_05_12_24_54_932.jpg,D:\IMG\right_2022_05_05_12_24_54_932.jpg,0,1,0,30.1903
